订单ID,订单日期,大区,省份,商品品类,销售渠道,客户名称,销售额,成本金额,毛利,订单量,是否退货
O104239,2024-06-13,华东,江苏,自有品牌,京东自营,锦程贸易,5807.51,3911.28,1896.23,57,否
O104240,2024-06-13,西南,重庆,联名款,天猫旗舰店,锦程贸易,22425.85,15527.4,6898.45,94,否
O104241,2024-06-14,华中,河南,联名款,线下门店,东方明珠商行,22820.91,14138.66,8682.25,70,否
O104242,2024-06-14,西南,四川,进口商品,天猫旗舰店,绿野仙踪生鲜,22821.04,13488.38,9332.66,38,否
O104243,2024-06-14,华东,江苏,出口商品,天猫旗舰店,海纳百川,30875.0,17113.83,13761.17,87,是
O104244,2024-06-14,西南,四川,自有品牌,线下门店,南粤供应链,9140.9,5411.91,3728.99,45,否
O104245,2024-06-14,华东,安徽,出口商品,企微私域,南粤供应链,15683.23,11670.22,4013.01,97,否
O104246,2024-06-14,华中,河南,自有品牌,京东自营,北辰科技,14244.34,8173.14,6071.2,71,否
O104247,2024-06-14,华中,河南,出口商品,线下门店,北辰科技,24279.96,16852.92,7427.04,100,否
O104248,2024-06-14,华中,河南,联名款,企微私域,华创商贸,12370.12,9602.6,2767.52,118,否
O104249,2024-06-15,华南,广东,出口商品,抖音小店,绿野仙踪生鲜,54636.98,32953.01,21683.97,67,是
O104250,2024-06-15,华中,湖南,出口商品,天猫旗舰店,星河零售,59107.33,41776.42,17330.91,76,否
O104251,2024-06-15,华东,江苏,自有品牌,京东自营,锦程贸易,62692.12,44861.25,17830.87,45,否
O104252,2024-06-15,西南,云南,进口商品,线下门店,绿野仙踪生鲜,33176.44,23765.59,9410.85,71,否
O104253,2024-06-15,华中,湖南,联名款,京东自营,海纳百川,33143.21,22075.06,11068.15,91,否
O104254,2024-06-15,华北,北京,出口商品,企微私域,华创商贸,57252.08,43497.22,13754.86,46,否
O104255,2024-06-15,华中,湖南,自有品牌,抖音小店,锦程贸易,52941.59,31101.23,21840.36,48,是
O104256,2024-06-15,华南,广西,进口商品,京东自营,北辰科技,60255.44,43430.56,16824.88,79,否
O104257,2024-06-16,华南,广西,进口商品,企微私域,东方明珠商行,19614.65,13895.33,5719.32,15,否
O104258,2024-06-16,华东,安徽,联名款,抖音小店,海纳百川,11884.47,7166.22,4718.25,111,否
O104259,2024-06-16,华北,山东,自有品牌,企微私域,华创商贸,66122.88,41465.01,24657.87,4,否
O104260,2024-06-16,华东,安徽,出口商品,线下门店,南粤供应链,14714.48,8975.65,5738.83,54,否
O104261,2024-06-16,华中,湖南,进口商品,京东自营,南粤供应链,20290.37,15012.3,5278.07,15,否
O104262,2024-06-16,华中,湖北,联名款,天猫旗舰店,云端数码,66162.58,46339.18,19823.4,73,否
O104263,2024-06-16,华南,广西,联名款,抖音小店,南粤供应链,66897.79,38640.24,28257.55,116,否
O104264,2024-06-16,西南,云南,自有品牌,企微私域,东方明珠商行,18784.84,14032.74,4752.1,115,否
O104265,2024-06-17,华东,上海,自有品牌,企微私域,北辰科技,23009.89,17884.34,5125.55,115,否
O104266,2024-06-17,华中,河南,联名款,京东自营,北辰科技,5888.07,3823.46,2064.61,99,否
O104267,2024-06-17,华中,湖南,进口商品,天猫旗舰店,北辰科技,79211.01,53268.28,25942.73,66,否
O104268,2024-06-17,华北,山东,自有品牌,企微私域,海纳百川,50706.24,35789.85,14916.39,118,否
O104269,2024-06-17,华北,北京,出口商品,抖音小店,星河零售,50107.15,27832.48,22274.67,12,否
O104270,2024-06-17,华东,江苏,自有品牌,线下门店,星河零售,38764.62,26225.63,12538.99,69,否
O104271,2024-06-17,华北,天津,进口商品,抖音小店,金鼎家居,52010.42,34326.71,17683.71,118,否
O104272,2024-06-17,华北,天津,进口商品,抖音小店,北辰科技,55071.4,38703.47,16367.93,33,否
O104273,2024-06-18,华北,河北,自有品牌,京东自营,星河零售,5179.95,3279.33,1900.62,112,否
O104274,2024-06-18,华东,浙江,联名款,天猫旗舰店,星河零售,4387.59,2708.14,1679.45,26,否
O104275,2024-06-18,华北,河北,自有品牌,抖音小店,绿野仙踪生鲜,40946.19,23774.44,17171.75,93,否
O104276,2024-06-18,华北,天津,出口商品,企微私域,海纳百川,30920.32,23126.66,7793.66,89,否
O104277,2024-06-18,华北,北京,联名款,线下门店,星河零售,50401.97,37003.6,13398.37,77,否
O104278,2024-06-18,华中,河南,联名款,企微私域,绿野仙踪生鲜,35517.38,23423.99,12093.39,57,否
O104279,2024-06-18,华东,江苏,联名款,线下门店,星河零售,13708.74,8211.66,5497.08,69,否
O104280,2024-06-18,华中,河南,出口商品,企微私域,绿野仙踪生鲜,45824.79,33634.15,12190.64,6,否
O104281,2024-06-19,华中,湖南,出口商品,天猫旗舰店,锦程贸易,30725.74,21046.94,9678.8,41,否
O104282,2024-06-19,华中,湖南,进口商品,线下门店,北辰科技,25500.03,17183.62,8316.41,116,否
O104283,2024-06-19,西南,云南,联名款,抖音小店,华创商贸,19042.79,13248.96,5793.83,14,否
O104284,2024-06-19,西南,重庆,自有品牌,企微私域,北辰科技,63710.02,36594.39,27115.63,70,否
O104285,2024-06-19,华北,山东,出口商品,天猫旗舰店,海纳百川,72748.71,53853.32,18895.39,77,否
O104286,2024-06-19,华北,天津,联名款,天猫旗舰店,金鼎家居,27215.58,15163.22,12052.36,53,否
O104287,2024-06-19,华中,湖南,联名款,线下门店,华创商贸,11744.87,6607.02,5137.85,60,否
O104288,2024-06-19,华南,广东,联名款,企微私域,锦程贸易,14837.36,10504.26,4333.1,45,否
O104289,2024-06-20,华南,福建,自有品牌,京东自营,海纳百川,20330.57,15563.11,4767.46,109,否
O104290,2024-06-20,西南,云南,联名款,线下门店,绿野仙踪生鲜,49573.32,33004.29,16569.03,68,否
O104291,2024-06-20,华中,湖北,出口商品,天猫旗舰店,华创商贸,60260.58,39456.96,20803.62,18,否
O104292,2024-06-20,华南,广东,自有品牌,线下门店,星河零售,69130.42,50460.16,18670.26,38,否
O104293,2024-06-20,华东,安徽,自有品牌,线下门店,云端数码,61484.44,46437.73,15046.71,36,否
O104294,2024-06-20,华东,浙江,联名款,线下门店,绿野仙踪生鲜,9730.05,6287.96,3442.09,35,否
O104295,2024-06-20,西南,四川,自有品牌,抖音小店,绿野仙踪生鲜,6257.77,3814.21,2443.56,71,否
O104296,2024-06-20,西南,四川,进口商品,天猫旗舰店,星河零售,50040.16,32887.71,17152.45,2,否
O104297,2024-06-21,华北,天津,自有品牌,线下门店,华创商贸,17569.1,12328.43,5240.67,29,否
O104298,2024-06-21,西南,四川,出口商品,抖音小店,东方明珠商行,16757.65,12194.81,4562.84,73,是
O104299,2024-06-21,西南,云南,自有品牌,企微私域,华创商贸,19065.26,13288.3,5776.96,8,否
O104300,2024-06-21,华北,北京,联名款,线下门店,金鼎家居,15194.19,10945.25,4248.94,120,是
O104301,2024-06-21,华中,湖北,自有品牌,线下门店,金鼎家居,4692.42,3084.97,1607.45,37,否
O104302,2024-06-21,华东,上海,出口商品,天猫旗舰店,星河零售,18949.29,13768.46,5180.83,37,否
O104303,2024-06-21,华北,天津,进口商品,抖音小店,海纳百川,20978.43,15473.39,5505.04,13,否
O104304,2024-06-21,华东,江苏,联名款,抖音小店,金鼎家居,3440.38,2538.6,901.78,8,否
O104305,2024-06-22,华北,河北,出口商品,线下门店,锦程贸易,5587.01,4155.96,1431.05,46,否
O104306,2024-06-22,西南,重庆,进口商品,抖音小店,北辰科技,11993.53,7465.93,4527.6,113,否
O104307,2024-06-22,华北,北京,进口商品,抖音小店,锦程贸易,4131.77,2335.63,1796.14,76,否
O104308,2024-06-22,华北,北京,联名款,天猫旗舰店,绿野仙踪生鲜,3771.48,2713.62,1057.86,84,是
O104309,2024-06-22,华北,北京,进口商品,抖音小店,南粤供应链,6086.61,4716.44,1370.17,40,否
O104310,2024-06-22,华北,山东,联名款,京东自营,海纳百川,20554.51,13954.95,6599.56,86,否
O104311,2024-06-22,华南,广西,进口商品,天猫旗舰店,东方明珠商行,4733.07,3349.34,1383.73,86,是
O104312,2024-06-22,华中,河南,自有品牌,抖音小店,南粤供应链,10796.71,7680.87,3115.84,69,否
O104313,2024-06-23,华南,广西,出口商品,线下门店,海纳百川,13754.63,8052.94,5701.69,68,否
O104314,2024-06-23,华中,湖南,进口商品,企微私域,星河零售,8792.42,6073.53,2718.89,105,否
O104315,2024-06-23,华东,江苏,出口商品,京东自营,北辰科技,11506.96,7309.23,4197.73,30,否
O104316,2024-06-23,华中,湖北,出口商品,抖音小店,南粤供应链,13093.2,7292.39,5800.81,4,否
O104317,2024-06-23,华南,广东,联名款,企微私域,星河零售,14979.01,11278.89,3700.12,81,否
O104318,2024-06-23,华北,河北,自有品牌,抖音小店,南粤供应链,9466.71,5817.43,3649.28,90,否
O104319,2024-06-23,西南,重庆,联名款,抖音小店,锦程贸易,19642.24,12038.7,7603.54,50,否
O104320,2024-06-23,华中,湖北,进口商品,抖音小店,东方明珠商行,9158.33,5148.45,4009.88,56,否
O104321,2024-06-24,西南,云南,出口商品,线下门店,锦程贸易,14021.35,8117.78,5903.57,95,否
O104322,2024-06-24,华南,广西,出口商品,线下门店,绿野仙踪生鲜,15167.36,11081.06,4086.3,105,否
O104323,2024-06-24,华南,福建,自有品牌,线下门店,华创商贸,14903.99,8676.12,6227.87,3,否
O104324,2024-06-24,华东,安徽,出口商品,抖音小店,锦程贸易,25497.24,16100.8,9396.44,26,是
O104325,2024-06-24,西南,四川,进口商品,线下门店,华创商贸,17614.58,13705.51,3909.07,110,否
O104326,2024-06-24,华北,河北,联名款,天猫旗舰店,绿野仙踪生鲜,16606.83,10650.66,5956.17,18,否
O104327,2024-06-24,华东,安徽,自有品牌,京东自营,星河零售,21740.54,15826.81,5913.73,28,否
O104328,2024-06-24,华南,广东,出口商品,企微私域,锦程贸易,6765.91,4708.82,2057.09,66,否
O104329,2024-06-25,华南,广西,出口商品,线下门店,云端数码,14671.62,8593.43,6078.19,119,否
O104330,2024-06-25,西南,四川,联名款,企微私域,锦程贸易,14591.79,10461.72,4130.07,44,否
O104331,2024-06-25,华中,河南,自有品牌,企微私域,海纳百川,21193.91,15229.96,5963.95,113,否
O104332,2024-06-25,华北,山东,出口商品,天猫旗舰店,绿野仙踪生鲜,20669.02,12736.59,7932.43,94,否
O104333,2024-06-25,西南,云南,进口商品,企微私域,北辰科技,4814.27,2808.48,2005.79,88,否
O104334,2024-06-25,华东,江苏,出口商品,企微私域,北辰科技,12922.68,9085.96,3836.72,17,否
O104335,2024-06-25,西南,四川,联名款,线下门店,锦程贸易,17993.91,13068.66,4925.25,36,否
O104336,2024-06-25,华南,福建,联名款,抖音小店,海纳百川,3203.04,1882.03,1321.01,49,否
O104337,2024-06-26,华中,湖北,进口商品,天猫旗舰店,海纳百川,1322.74,768.84,553.9,112,否
O104338,2024-06-26,华中,河南,出口商品,天猫旗舰店,绿野仙踪生鲜,22486.72,13877.66,8609.06,82,否
O104339,2024-06-26,华中,湖南,出口商品,企微私域,南粤供应链,11504.95,8791.95,2713.0,54,否
O104340,2024-06-26,西南,重庆,出口商品,京东自营,金鼎家居,5886.74,4184.41,1702.33,28,否
O104341,2024-06-26,西南,四川,出口商品,线下门店,云端数码,24114.04,16634.34,7479.7,99,是
O104342,2024-06-26,华北,北京,自有品牌,天猫旗舰店,华创商贸,1251.72,797.66,454.06,63,否
O104343,2024-06-26,华北,北京,自有品牌,京东自营,锦程贸易,23880.98,16962.39,6918.59,50,是
O104344,2024-06-26,西南,重庆,出口商品,线下门店,星河零售,9540.85,6029.71,3511.14,32,否
O104345,2024-06-27,华东,浙江,出口商品,天猫旗舰店,云端数码,20902.16,12431.46,8470.7,72,否
O104346,2024-06-27,华北,北京,自有品牌,天猫旗舰店,绿野仙踪生鲜,18249.65,13568.58,4681.07,60,否
O104347,2024-06-27,华北,北京,出口商品,企微私域,绿野仙踪生鲜,24731.48,18659.66,6071.82,36,否
O104348,2024-06-27,华南,福建,自有品牌,天猫旗舰店,南粤供应链,19965.85,13065.45,6900.4,117,否
O104349,2024-06-27,华中,河南,进口商品,企微私域,南粤供应链,12923.75,9236.89,3686.86,1,是
O104350,2024-06-27,华东,安徽,出口商品,京东自营,华创商贸,17963.45,12475.59,5487.86,11,否
O104351,2024-06-27,华东,浙江,自有品牌,京东自营,北辰科技,19035.32,13285.35,5749.97,42,是
O104352,2024-06-27,西南,四川,出口商品,京东自营,北辰科技,2624.35,1641.28,983.07,80,是
O104353,2024-06-28,华中,河南,联名款,抖音小店,星河零售,11937.91,7789.01,4148.9,80,否
O104354,2024-06-28,华北,天津,出口商品,天猫旗舰店,云端数码,15552.31,8756.54,6795.77,56,否
O104355,2024-06-28,华中,湖南,进口商品,线下门店,海纳百川,1302.3,1002.24,300.06,94,否
O104356,2024-06-28,华东,江苏,进口商品,天猫旗舰店,绿野仙踪生鲜,22805.07,15408.01,7397.06,64,否
O104357,2024-06-28,华中,河南,联名款,抖音小店,海纳百川,17323.08,10874.73,6448.35,1,是
O104358,2024-06-28,华南,福建,进口商品,抖音小店,海纳百川,2211.45,1530.94,680.51,117,否
O104359,2024-06-28,华北,天津,联名款,线下门店,金鼎家居,7848.68,5026.84,2821.84,58,否
O104360,2024-06-28,华中,湖南,自有品牌,天猫旗舰店,云端数码,26280.7,16195.42,10085.28,89,否
O104361,2024-06-29,华东,浙江,出口商品,企微私域,锦程贸易,24154.35,15084.61,9069.74,6,否
O104362,2024-06-29,西南,四川,进口商品,线下门店,东方明珠商行,8533.35,5072.88,3460.47,38,是
O104363,2024-06-29,华北,河北,进口商品,线下门店,东方明珠商行,14002.81,10821.23,3181.58,57,否
O104364,2024-06-29,华中,河南,联名款,企微私域,云端数码,18605.78,13934.32,4671.46,90,否
O104365,2024-06-29,华中,湖南,联名款,抖音小店,金鼎家居,2624.11,1896.79,727.32,7,否
O104366,2024-06-29,西南,重庆,出口商品,线下门店,锦程贸易,23780.74,15836.09,7944.65,80,否
O104367,2024-06-29,华中,湖南,自有品牌,京东自营,绿野仙踪生鲜,12239.57,6935.8,5303.77,21,否
O104368,2024-06-29,华中,湖北,进口商品,线下门店,锦程贸易,11309.1,7962.72,3346.38,67,否
O104369,2024-06-30,华南,广东,联名款,企微私域,华创商贸,7343.85,4043.75,3300.1,6,否
O104370,2024-06-30,华中,湖北,联名款,抖音小店,星河零售,20203.58,15006.02,5197.56,48,否
O104371,2024-06-30,华中,湖北,联名款,企微私域,南粤供应链,19115.81,14179.08,4936.73,100,否
O104372,2024-06-30,华北,山东,出口商品,抖音小店,绿野仙踪生鲜,3651.0,2313.88,1337.12,115,否
O104373,2024-06-30,华北,北京,出口商品,京东自营,华创商贸,1450.11,1057.85,392.26,59,否
O104374,2024-06-30,华中,湖南,进口商品,抖音小店,北辰科技,5079.66,3150.07,1929.59,44,否
O104375,2024-06-30,西南,四川,进口商品,企微私域,云端数码,23741.31,17721.4,6019.91,113,否
O104376,2024-06-30,西南,云南,出口商品,线下门店,金鼎家居,1917.5,1475.24,442.26,4,否
O104377,2024-07-01,华南,广东,出口商品,线下门店,海纳百川,16632.51,9626.1,7006.41,66,否
O104378,2024-07-01,西南,云南,自有品牌,企微私域,金鼎家居,24950.76,16269.79,8680.97,93,否
O104379,2024-07-01,华东,安徽,进口商品,线下门店,华创商贸,2103.65,1288.78,814.87,49,否
O104380,2024-07-01,华南,广东,出口商品,线下门店,华创商贸,24827.35,18131.53,6695.82,94,是
O104381,2024-07-01,华东,安徽,自有品牌,抖音小店,北辰科技,12722.46,8278.09,4444.37,85,否
O104382,2024-07-01,华北,山东,联名款,京东自营,星河零售,22738.4,17171.31,5567.09,91,否
O104383,2024-07-01,华南,广东,自有品牌,抖音小店,海纳百川,20966.83,13639.74,7327.09,16,否
O104384,2024-07-01,华北,河北,联名款,抖音小店,星河零售,7432.1,4923.6,2508.5,47,否
O104385,2024-07-02,华东,浙江,进口商品,企微私域,云端数码,19370.69,11425.18,7945.51,27,否
O104386,2024-07-02,华中,湖北,进口商品,京东自营,南粤供应链,6911.87,4149.37,2762.5,112,是
O104387,2024-07-02,华中,湖北,进口商品,抖音小店,金鼎家居,23770.35,13151.87,10618.48,90,否
O104388,2024-07-02,华北,天津,进口商品,抖音小店,锦程贸易,28492.11,17365.1,11127.01,100,否
O104389,2024-07-02,西南,重庆,联名款,天猫旗舰店,海纳百川,24020.23,16894.71,7125.52,15,否
O104390,2024-07-02,西南,重庆,进口商品,抖音小店,海纳百川,13089.71,8972.89,4116.82,30,是
O104391,2024-07-02,华东,上海,联名款,抖音小店,海纳百川,14315.18,9192.56,5122.62,118,否
O104392,2024-07-02,西南,重庆,联名款,线下门店,东方明珠商行,10501.07,6383.53,4117.54,51,否
O104393,2024-07-03,华中,湖南,出口商品,天猫旗舰店,云端数码,19599.89,14964.81,4635.08,109,否
O104394,2024-07-03,华中,湖南,自有品牌,抖音小店,海纳百川,23223.08,13149.84,10073.24,47,否
O104395,2024-07-03,华南,福建,联名款,企微私域,南粤供应链,15157.49,10084.19,5073.3,19,否
O104396,2024-07-03,华南,广西,自有品牌,京东自营,南粤供应链,919.71,522.13,397.58,90,否
O104397,2024-07-03,华南,福建,进口商品,线下门店,金鼎家居,5901.67,4368.3,1533.37,60,否
O104398,2024-07-03,华中,湖南,自有品牌,天猫旗舰店,华创商贸,11492.72,7587.02,3905.7,40,否
O104399,2024-07-03,西南,四川,进口商品,京东自营,南粤供应链,24194.92,13795.35,10399.57,32,否
O104400,2024-07-03,华北,北京,出口商品,企微私域,北辰科技,6651.91,3688.87,2963.04,11,否
O104401,2024-07-04,华东,浙江,进口商品,线下门店,海纳百川,10332.79,6946.82,3385.97,44,否
O104402,2024-07-04,西南,重庆,自有品牌,京东自营,锦程贸易,9402.6,6403.06,2999.54,14,否
O104403,2024-07-04,华东,浙江,出口商品,线下门店,金鼎家居,14838.14,9024.24,5813.9,59,否
O104404,2024-07-04,华北,河北,进口商品,线下门店,金鼎家居,26506.34,15796.06,10710.28,65,否
O104405,2024-07-04,华东,江苏,自有品牌,抖音小店,东方明珠商行,29896.02,22726.64,7169.38,56,否
O104406,2024-07-04,华北,河北,联名款,抖音小店,星河零售,12028.2,8092.49,3935.71,19,否
O104407,2024-07-04,西南,四川,进口商品,企微私域,金鼎家居,22739.19,17700.93,5038.26,100,否
O104408,2024-07-04,华北,河北,联名款,企微私域,锦程贸易,16138.46,10438.49,5699.97,22,是
O104409,2024-07-05,华北,山东,自有品牌,京东自营,东方明珠商行,13510.1,8555.06,4955.04,15,否
O104410,2024-07-05,华中,湖南,出口商品,线下门店,绿野仙踪生鲜,14463.06,10743.81,3719.25,114,否
O104411,2024-07-05,华东,上海,出口商品,线下门店,星河零售,19353.21,10903.01,8450.2,101,是
O104412,2024-07-05,华南,福建,出口商品,天猫旗舰店,北辰科技,15948.94,11194.47,4754.47,21,否
O104413,2024-07-05,华北,北京,自有品牌,天猫旗舰店,金鼎家居,2073.99,1271.41,802.58,46,否
O104414,2024-07-05,华北,河北,自有品牌,线下门店,南粤供应链,4442.21,2539.1,1903.11,44,否
O104415,2024-07-05,西南,四川,出口商品,企微私域,北辰科技,24646.95,15555.81,9091.14,67,否
O104416,2024-07-05,华南,广东,出口商品,线下门店,南粤供应链,8617.39,6074.63,2542.76,12,否
O104417,2024-07-06,华东,江苏,进口商品,线下门店,海纳百川,12575.3,9389.72,3185.58,97,否
O104418,2024-07-06,华南,广东,自有品牌,京东自营,华创商贸,4215.67,2593.1,1622.57,39,否
O104419,2024-07-06,华南,广东,联名款,抖音小店,海纳百川,1150.48,885.4,265.08,77,否
O104420,2024-07-06,华北,天津,进口商品,企微私域,金鼎家居,18619.27,12234.63,6384.64,18,否
O104421,2024-07-06,华南,广东,自有品牌,京东自营,星河零售,1381.97,957.07,424.9,60,否
O104422,2024-07-06,华东,江苏,出口商品,抖音小店,北辰科技,29395.76,17041.32,12354.44,112,否
O104423,2024-07-06,西南,云南,出口商品,线下门店,东方明珠商行,9381.3,5714.79,3666.51,51,否
O104424,2024-07-06,西南,四川,联名款,抖音小店,绿野仙踪生鲜,23717.73,14886.13,8831.6,40,否
O104425,2024-07-07,华东,浙江,联名款,天猫旗舰店,南粤供应链,32776.62,21089.98,11686.64,14,否
O104426,2024-07-07,华北,天津,出口商品,企微私域,锦程贸易,5137.42,3661.93,1475.49,107,否
O104427,2024-07-07,华东,浙江,进口商品,天猫旗舰店,北辰科技,38311.9,28389.75,9922.15,29,否
O104428,2024-07-07,华中,湖北,联名款,京东自营,绿野仙踪生鲜,15773.27,11363.01,4410.26,79,否
O104429,2024-07-07,华中,湖北,自有品牌,线下门店,绿野仙踪生鲜,5372.44,3825.81,1546.63,107,是
O104430,2024-07-07,华东,江苏,进口商品,京东自营,绿野仙踪生鲜,34558.21,24480.72,10077.49,15,否
O104431,2024-07-07,西南,重庆,出口商品,企微私域,海纳百川,8424.41,5927.67,2496.74,12,否
O104432,2024-07-07,华北,北京,进口商品,线下门店,南粤供应链,29507.02,16456.87,13050.15,119,否
O104433,2024-07-08,华南,福建,进口商品,天猫旗舰店,华创商贸,25053.65,18586.22,6467.43,25,否
O104434,2024-07-08,华南,广东,联名款,抖音小店,锦程贸易,6873.72,5082.8,1790.92,96,是
O104435,2024-07-08,西南,云南,进口商品,抖音小店,南粤供应链,5499.25,3986.04,1513.21,119,否
O104436,2024-07-08,华东,安徽,出口商品,京东自营,绿野仙踪生鲜,13038.7,8671.41,4367.29,41,否
O104437,2024-07-08,西南,云南,进口商品,企微私域,绿野仙踪生鲜,27727.35,17288.27,10439.08,62,否
O104438,2024-07-08,华东,江苏,出口商品,企微私域,海纳百川,7595.93,4202.68,3393.25,76,否
O104439,2024-07-08,华东,安徽,出口商品,京东自营,海纳百川,16562.99,12387.58,4175.41,83,否
O104440,2024-07-08,西南,重庆,自有品牌,线下门店,海纳百川,14147.0,8173.24,5973.76,22,否
O104441,2024-07-09,华南,广西,进口商品,京东自营,锦程贸易,8923.28,5772.17,3151.11,28,否
O104442,2024-07-09,华北,河北,联名款,抖音小店,东方明珠商行,21507.23,14442.6,7064.63,106,否
O104443,2024-07-09,华南,广西,联名款,京东自营,海纳百川,3730.32,2319.89,1410.43,27,否
O104444,2024-07-09,华东,浙江,进口商品,线下门店,东方明珠商行,21850.39,13960.63,7889.76,91,是
O104445,2024-07-09,华南,福建,联名款,抖音小店,东方明珠商行,1105.09,807.49,297.6,82,否
O104446,2024-07-09,华北,山东,自有品牌,京东自营,南粤供应链,14578.73,9343.32,5235.41,35,否
O104447,2024-07-09,华南,福建,出口商品,天猫旗舰店,华创商贸,16614.83,9841.34,6773.49,114,否
O104448,2024-07-09,华南,广东,自有品牌,抖音小店,海纳百川,12414.96,8506.87,3908.09,48,否
O104449,2024-07-10,西南,云南,出口商品,京东自营,绿野仙踪生鲜,10395.27,5825.17,4570.1,9,否
O104450,2024-07-10,华北,山东,自有品牌,京东自营,华创商贸,5274.23,3927.39,1346.84,6,否
O104451,2024-07-10,华东,江苏,联名款,京东自营,南粤供应链,18857.71,10990.86,7866.85,3,是
O104452,2024-07-10,华北,河北,出口商品,抖音小店,北辰科技,15467.88,9098.59,6369.29,82,否
O104453,2024-07-10,华东,上海,自有品牌,企微私域,东方明珠商行,28157.54,19093.86,9063.68,4,否
O104454,2024-07-10,西南,云南,自有品牌,京东自营,金鼎家居,2117.33,1430.31,687.02,69,否
O104455,2024-07-10,华南,广西,联名款,线下门店,金鼎家居,1381.94,1062.3,319.64,57,否
O104456,2024-07-10,华北,河北,自有品牌,线下门店,东方明珠商行,24529.12,15619.55,8909.57,40,否
O104457,2024-07-11,华北,山东,进口商品,企微私域,锦程贸易,7068.9,4552.01,2516.89,21,否
O104458,2024-07-11,华东,浙江,自有品牌,企微私域,南粤供应链,11109.49,7728.19,3381.3,22,是
O104459,2024-07-11,西南,四川,联名款,线下门店,金鼎家居,18968.9,11071.37,7897.53,104,否
O104460,2024-07-11,华南,广西,出口商品,线下门店,北辰科技,16094.58,9977.98,6116.6,106,否
O104461,2024-07-11,华中,河南,出口商品,线下门店,华创商贸,18409.27,11270.35,7138.92,23,否
O104462,2024-07-11,华北,河北,自有品牌,线下门店,东方明珠商行,10425.73,5844.39,4581.34,13,否
O104463,2024-07-11,华中,河南,联名款,天猫旗舰店,云端数码,2261.33,1440.55,820.78,66,否
O104464,2024-07-11,华北,山东,联名款,企微私域,南粤供应链,7378.51,4483.43,2895.08,115,否
O104465,2024-07-12,华东,江苏,自有品牌,天猫旗舰店,云端数码,34444.29,23868.66,10575.63,42,否
O104466,2024-07-12,华东,江苏,自有品牌,抖音小店,华创商贸,26715.35,20684.46,6030.89,30,否
O104467,2024-07-12,华东,江苏,进口商品,天猫旗舰店,东方明珠商行,25562.97,15180.35,10382.62,61,否
O104468,2024-07-12,华中,湖北,出口商品,京东自营,绿野仙踪生鲜,24166.46,16640.24,7526.22,101,否
O104469,2024-07-12,华中,河南,进口商品,天猫旗舰店,南粤供应链,6445.46,4730.67,1714.79,10,否
O104470,2024-07-12,华北,北京,自有品牌,京东自营,华创商贸,942.87,551.82,391.05,75,否
O104471,2024-07-12,华南,广东,出口商品,天猫旗舰店,北辰科技,7665.04,5671.92,1993.12,82,否
O104472,2024-07-12,华东,浙江,进口商品,企微私域,云端数码,7640.82,4497.62,3143.2,6,否
O104473,2024-07-13,华北,北京,联名款,线下门店,南粤供应链,1646.14,947.93,698.21,80,否
O104474,2024-07-13,华中,湖北,出口商品,天猫旗舰店,绿野仙踪生鲜,14444.21,9008.07,5436.14,116,是
O104475,2024-07-13,华东,上海,进口商品,天猫旗舰店,金鼎家居,28048.97,20277.1,7771.87,11,否
O104476,2024-07-13,西南,重庆,出口商品,京东自营,锦程贸易,21368.45,14355.49,7012.96,33,否
O104477,2024-07-13,华中,湖南,进口商品,抖音小店,星河零售,10038.37,7180.65,2857.72,39,否
O104478,2024-07-13,华中,湖北,进口商品,线下门店,华创商贸,27035.29,19159.6,7875.69,58,否
O104479,2024-07-13,华北,山东,出口商品,企微私域,南粤供应链,22727.95,16911.1,5816.85,7,否
O104480,2024-07-13,华中,湖北,进口商品,企微私域,北辰科技,9179.26,6554.74,2624.52,83,否
O104481,2024-07-14,华北,天津,出口商品,天猫旗舰店,东方明珠商行,19456.61,10757.61,8699.0,48,是
O104482,2024-07-14,华北,天津,自有品牌,天猫旗舰店,云端数码,7416.53,5244.57,2171.96,97,否
O104483,2024-07-14,华北,山东,联名款,京东自营,海纳百川,4370.84,3277.51,1093.33,114,否
O104484,2024-07-14,华东,江苏,进口商品,天猫旗舰店,东方明珠商行,20888.38,13152.46,7735.92,38,否
O104485,2024-07-14,华中,河南,出口商品,京东自营,东方明珠商行,12757.4,7094.54,5662.86,96,否
O104486,2024-07-14,西南,重庆,进口商品,天猫旗舰店,东方明珠商行,34073.07,22410.02,11663.05,107,否
O104487,2024-07-14,西南,云南,出口商品,企微私域,华创商贸,5144.35,2942.8,2201.55,25,否
O104488,2024-07-14,西南,重庆,出口商品,线下门店,绿野仙踪生鲜,6459.46,3576.09,2883.37,22,否
O104489,2024-07-15,华中,河南,自有品牌,天猫旗舰店,绿野仙踪生鲜,20004.96,15286.71,4718.25,44,否
O104490,2024-07-15,华东,浙江,进口商品,抖音小店,北辰科技,4017.01,2691.55,1325.46,100,否
O104491,2024-07-15,华东,浙江,进口商品,线下门店,海纳百川,30071.77,16557.66,13514.11,34,否
O104492,2024-07-15,华南,广东,自有品牌,线下门店,绿野仙踪生鲜,11607.26,7005.18,4602.08,64,否
O104493,2024-07-15,华南,广西,联名款,企微私域,绿野仙踪生鲜,1998.17,1102.18,895.99,84,否
O104494,2024-07-15,华东,安徽,联名款,抖音小店,锦程贸易,26131.03,16413.97,9717.06,66,否
